ticket_id,created_at,customer_name,customer_segment,plan_type,arr_band,priority,status,channel,subject,description,product_area,sentiment,csat_score,first_response_hours,resolution_hours,bot_solvable_label
TCK-1735,2026-01-29,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,Open,Email,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Onboarding,Positive,4,6.9,12.4,bot_solvable
TCK-1736,2026-05-12,Northstar Analytics,Enterprise,Enterprise,$500K+,Low,Open,Portal,Setup documentation is confusing for first workspace,Customer says the onboarding guide skips required setup steps and does not explain the workspace approval flow. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Onboarding,Neutral,3,8.2,13.7,bot_solvable
TCK-1737,2026-01-25,Summit Legal,Mid-Market,Pro,$50K-$100K,Critical,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Analytics,Very Negative,1,5.4,23.8,product_bug
TCK-1738,2026-03-13,Northstar Analytics,Enterprise,Enterprise,$500K+,High,In Progress,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Analytics,Negative,2,4.6,12.2,product_bug
TCK-1739,2026-02-19,OrbitOps,Mid-Market,Growth,$100K-$250K,High,Open,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Analytics,Very Negative,1,8.8,18.9,product_bug
TCK-1740,2026-05-02,OrbitOps,Mid-Market,Growth,$100K-$250K,Medium,Closed,Chat,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Automation,Neutral,3,4.1,84.6,human_required
TCK-1741,2026-04-19,Cobalt Labs,Startup,Starter,<$25K,Medium,Closed,Email,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Product,Positive,4,1.2,83.9,feature_request
TCK-1742,2026-02-04,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Analytics,Neutral,3,5.1,10.4,product_bug
TCK-1743,2026-03-14,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Chat,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Analytics,Neutral,3,6.2,77.2,product_bug
TCK-1744,2026-04-20,OrbitOps,Mid-Market,Growth,$100K-$250K,Critical,Closed,Email,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Core Platform,Negative,2,8.5,40.6,product_bug
TCK-1745,2026-01-27,Summit Legal,Mid-Market,Pro,$50K-$100K,Low,Closed,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Billing,Neutral,3,1.2,35.6,bot_solvable
TCK-1746,2026-02-13,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,In Progress,Slack Connect,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Product,Neutral,3,3.2,54.0,feature_request
TCK-1747,2026-04-19,Acme Finance,Enterprise,Enterprise,$500K+,Medium,In Progress,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Analytics,Neutral,3,6.9,74.6,product_bug
TCK-1748,2026-04-14,Cobalt Labs,Startup,Starter,<$25K,Low,Closed,Portal,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Billing,Positive,4,7.0,17.9,bot_solvable
TCK-1749,2026-02-04,Atlas Security,Enterprise,Enterprise,$500K+,High,Open,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Billing,Very Negative,1,7.5,50.3,bot_solvable
TCK-1750,2026-03-25,BrightCart,Mid-Market,Growth,$100K-$250K,Critical,In Progress,Slack Connect,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: BrightCart.,Core Platform,Very Negative,1,6.9,63.1,product_bug
TCK-1751,2026-05-08,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Analytics,Neutral,3,7.3,53.6,product_bug
TCK-1752,2026-01-31,Northstar Analytics,Enterprise,Enterprise,$500K+,Low,Closed,Chat,Request for custom approval templates,Customer asks for reusable workflow templates by department and says this is blocking broader rollout. The account team says this is visible to executive stakeholders. Account: Northstar Analytics.,Product,Positive,5,4.1,9.1,feature_request
TCK-1753,2026-03-19,OrbitOps,Mid-Market,Growth,$100K-$250K,Low,Open,Slack Connect,SSO login fails for new admin role,A newly added admin cannot log in through SSO. The role mapping and permissions are unclear in the setup guide. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Security,Positive,5,1.4,62.1,bot_solvable
TCK-1754,2026-05-06,Acme Finance,Enterprise,Enterprise,$500K+,Medium,Closed,Chat,Salesforce integration stopped syncing records,The Salesforce integration has not synced account updates since yesterday. Admins see an API authentication error. The account team says this is visible to executive stakeholders. Account: Acme Finance.,Integrations,Positive,5,5.2,46.2,human_required
TCK-1755,2026-03-09,OrbitOps,Mid-Market,Growth,$100K-$250K,Medium,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Analytics,Positive,4,5.6,36.5,product_bug
TCK-1756,2026-01-12,Cobalt Labs,Startup,Starter,<$25K,High,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Analytics,Negative,2,7.3,57.2,product_bug
TCK-1757,2026-03-30,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Portal,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Analytics,Very Negative,1,6.0,28.3,product_bug
TCK-1758,2026-01-17,Finchly,SMB,Starter,<$25K,High,Open,Slack Connect,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The admin needs a fast answer because they do not have dedicated ops support. Account: Finchly.,Analytics,Negative,2,0.4,29.1,product_bug
TCK-1759,2026-05-26,Summit Legal,Mid-Market,Pro,$50K-$100K,Medium,Closed,Email,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The customer says the issue is slowing a planned rollout. Account: Summit Legal.,Automation,Neutral,3,0.4,40.9,human_required
TCK-1760,2026-04-10,Cobalt Labs,Startup,Starter,<$25K,High,Closed,Portal,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The founder is asking whether there is a workaround. Account: Cobalt Labs.,Core Platform,Neutral,3,1.1,58.5,product_bug
TCK-1761,2026-03-28,Atlas Security,Enterprise,Enterprise,$500K+,Medium,Closed,Email,Invoice total does not match contract renewal,The invoice shows an unexpected charge after renewal. Customer asks for a clear explanation before finance approves payment. The account team says this is visible to executive stakeholders. Account: Atlas Security.,Billing,Neutral,3,8.7,27.2,bot_solvable
TCK-1762,2026-03-09,OrbitOps,Mid-Market,Growth,$100K-$250K,Critical,In Progress,Email,Dashboard export failing for finance team,Users cannot export dashboard data to CSV for month-end reporting. The download either times out or returns an empty spreadsheet. The customer says the issue is slowing a planned rollout. Account: OrbitOps.,Analytics,Negative,2,7.3,60.5,product_bug
TCK-1763,2026-01-25,HarborCloud,Enterprise,Enterprise,$250K-$500K,Medium,In Progress,Slack Connect,Workflow rule triggered the wrong approval path,A workflow automation sent an enterprise approval to the wrong team. The trigger conditions are hard to audit. The account team says this is visible to executive stakeholders. Account: HarborCloud.,Automation,Negative,2,5.2,50.7,human_required
TCK-1764,2026-01-20,LumaHR,Mid-Market,Pro,$50K-$100K,Medium,Closed,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The customer says the issue is slowing a planned rollout. Account: LumaHR.,Core Platform,Neutral,3,4.0,50.3,product_bug
TCK-1765,2026-05-12,Nimbus Retail,SMB,Pro,$25K-$50K,High,Closed,Chat,Reports are loading slowly during business hours,The dashboard takes more than 30 seconds to load and sometimes freezes after filters are applied. The admin needs a fast answer because they do not have dedicated ops support. Account: Nimbus Retail.,Core Platform,Negative,2,8.0,61.5,product_bug
